2023-08-14 , 16:49:10 , LOG , com/herculife/herculifepelvictutor/Controllers/SplashController , App Closed Correctly
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:07 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:54:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:54:15 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (c95aa7d675f6808c4a469c0be3b85e603ccaceac916ca0b08b9a6401200589bc)
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (c95aa7d675f6808c4a469c0be3b85e603ccaceac916ca0b08b9a6401200589bc)
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-16 , 17:57:11 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-16 , 17:57:14 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , User: adib Deleted the patient (asdsad asd)
2023-08-16 , 17:57:16 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-17 , 10:19:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Object converted to Json file
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Encryption initiated
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MYSQL , new Patient added (66e1187da99acfbc47fc5b4e0e9bdcae3b4b21e9ed9b5033cca7fac22953a8b1)
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/Controllers/CreateNewPatient , New Patient added to the database (66e1187da99acfbc47fc5b4e0e9bdcae3b4b21e9ed9b5033cca7fac22953a8b1)
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 10:19:44 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 10:20:08 , LOG , com/herculife/herculifepelvictutor/Controllers/SelectTraining , App Closed Correctly
2023-08-17 , 10:42:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 10:42:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 10:42:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 10:42:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 10:42:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 10:42:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 10:44:06 , LOG , com/herculife/herculifepelvictutor/Controllers/SelectTraining , App Closed Correctly
2023-08-17 , 11:55:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:55:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:55:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:55:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:55:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:55:17 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:56:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:56:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:56:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:56:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:56:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:56:06 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:58:43 , LOG , com/herculife/herculifepelvictutor/Controllers/SelectTraining , App Closed Correctly
2023-08-17 , 11:59:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:59:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:59:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:59:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 11:59:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 11:59:47 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:01:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:01:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:01:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:01:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:01:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:01:37 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:03:46 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:03:46 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:03:46 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:03:46 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:03:46 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:03:46 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:05:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:05:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:05:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:05:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:05:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:05:25 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:05:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:05:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:05:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:05:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:05:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:05:38 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:07:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:07:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:07:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:07:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:07:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:07:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:07:58 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:07:58 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:07:58 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:07:58 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:07:58 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:07:58 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:08:01 , LOG , com/herculife/herculifepelvictutor/Controllers/UserListController , App Closed Correctly
2023-08-17 , 12:09:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:09:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:09:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:09:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:09:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:09:39 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:13:09 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:13:09 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:13:09 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:13:09 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:13:09 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:13:09 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:15:12 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:15:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:15:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:15:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:15:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:15:13 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:15:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:15:55 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:15:55 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:15:55 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:15:55 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:15:55 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:16:04 , LOG , com/herculife/herculifepelvictutor/Controllers/MainPatientDashboard , App Closed Correctly
2023-08-17 , 12:17:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:17:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:17:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:17:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:17:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:17:20 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:56:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:56:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:56:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:56:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 12:56:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 12:56:30 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:04:21 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:04:22 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:04:22 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:04:22 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:04:22 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:04:22 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:14:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:14:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:14:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:14:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:14:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:14:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:15:19 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:15:49 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:15:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:15:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:15:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:15:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:15:50 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:16:07 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:22:34 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:22:34 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:22:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:22:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:22:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:22:35 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:23:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:23:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:23:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:23:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:23:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:23:43 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:24:23 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:24:23 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:24:23 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:24:23 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:24:23 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:24:23 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:24:53 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:42:56 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:42:57 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:42:57 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:42:57 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:42:57 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:42:57 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:44:02 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:49:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:49:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:49:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:49:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:49:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:49:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:50:09 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:53:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:53:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:53:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:53:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:53:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:53:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:54:42 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:55:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:55:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:55:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:55:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:55:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:55:10 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:56:28 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 13:57:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:57:53 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:57:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:57:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 13:57:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 13:57:54 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 14:01:46 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: adib Closed the App Correctly
2023-08-17 , 14:04:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 14:04:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 14:04:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 14:04:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 14:04:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 14:04:01 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 14:04:48 , LOG , com/herculife/herculifepelvictutor/Controllers/TrainingSetUp , User: herculife Closed the App Correctly
2023-08-17 , 14:12:41 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 14:12:41 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
2023-08-17 , 14:12:41 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Patient Decryption initiated
2023-08-17 , 14:12:41 , LOG , com/herculife/herculifepelvictutor/ProjectSettings/MyGoTo , Json file converted to Object
